 iy id it imin qn qh qe qs qf U RH Tair pres rain kdown snow ldown fcld wuh xsmd lai kdiff kdir wdir
89 2013 4 18 0 -999 -999 -999 -999 -999 2.0 75.25 4.37 95.0 0.0 37.52 -999 306.39 -999 -999 -999 -999 -999 -999 -999
90 2013 4 19 0 -999 -999 -999 -999 -999 1.95 77.01 4.01 95.0 0.0 0.0 -999 295.42 -999 -999 -999 -999 -999 -999 -999
91 2013 4 20 0 -999 -999 -999 -999 -999 3.63 73.23 4.59 95.0 0.0 0.0 -999 300.18 -999 -999 -999 -999 -999 -999 -999
92 2013 4 21 0 -999 -999 -999 -999 -999 4.42 72.85 4.77 95.0 0.0 0.0 -999 300.27 -999 -999 -999 -999 -999 -999 -999
93 2013 4 22 0 -999 -999 -999 -999 -999 4.72 74.27 4.55 95.0 0.0 0.0 -999 297.56 -999 -999 -999 -999 -999 -999 -999
94 2013 4 23 0 -999 -999 -999 -999 -999 4.58 76.14 4.23 95.0 0.0 0.0 -999 301.81 -999 -999 -999 -999 -999 -999 -999
95 2013 5 0 0 -999 -999 -999 -999 -999 3.98 75.68 4.46 95.0 0.0 0.0 -999 306.03 -999 -999 -999 -999 -999 -999 -999
96 2013 5 1 0 -999 -999 -999 -999 -999 3.33 79.66 3.89 95.0 0.0 0.0 -999 291.0 -999 -999 -999 -999 -999 -999 -999
97 2013 5 2 0 -999 -999 -999 -999 -999 2.96 83.02 3.45 95.0 0.0 0.0 -999 284.35 -999 -999 -999 -999 -999 -999 -999
98 2013 5 3 0 -999 -999 -999 -999 -999 2.82 81.29 3.9 95.0 0.0 0.0 -999 288.73 -999 -999 -999 -999 -999 -999 -999
99 2013 5 4 0 -999 -999 -999 -999 -999 2.43 86.89 3.11 95.0 0.0 0.0 -999 289.79 -999 -999 -999 -999 -999 -999 -999
100 2013 5 5 0 -999 -999 -999 -999 -999 2.01 85.37 3.48 95.0 0.0 0.0 -999 293.23 -999 -999 -999 -999 -999 -999 -999
101 2013 5 6 0 -999 -999 -999 -999 -999 1.03 87.71 3.27 95.0 0.0 0.0 -999 295.79 -999 -999 -999 -999 -999 -999 -999
102 2013 5 7 0 -999 -999 -999 -999 -999 0.87 87.79 2.91 95.0 0.0 0.0 -999 280.95 -999 -999 -999 -999 -999 -999 -999
103 2013 5 8 0 -999 -999 -999 -999 -999 1.24 87.89 3.33 95.0 0.01 0.24 -999 292.22 -999 -999 -999 -999 -999 -999 -999
104 2013 5 9 0 -999 -999 -999 -999 -999 1.23 80.38 3.68 95.0 0.0 41.2 -999 288.97 -999 -999 -999 -999 -999 -999 -999
105 2013 5 10 0 -999 -999 -999 -999 -999 1.34 69.38 4.4 95.0 0.0 131.05 -999 283.43 -999 -999 -999 -999 -999 -999 -999
